date,title,pdf_filename,url,final_pdf_url
14/07/2025,Informe N° 03-2025-CF – Opinión del Consejo Fiscal sobre la evolución de las finanzas públicas y el  cumplimiento de las reglas macrofiscales en el ejercicio fiscal 2024,Informe_N_03-2025-CF.pdf,https://cf.gob.pe/documentos/informes/informe-n-03-2025-cf-opinion-del-consejo-fiscal-sobre-la-evolucion-de-las-finanzas-publicas-y-el-cumplimiento-de-las-reglas-macrofiscales-en-el-ejercicio-fiscal-2024/,https://cf.gob.pe/wp-content/uploads/2025/07/Informe-DCRF2024-vf.pdf
19/06/2025,Informe N° 02-2025-CF – Opinión del Consejo Fiscal sobre la situación de las finanzas públicas subnacionales,Informe_N_02-2025-CF.pdf,https://cf.gob.pe/documentos/informe-n-02-2025-cf-opinion-del-consejo-fiscal-sobre-la-situacion-de-las-finanzas-publicas-subnacionales/,https://cf.gob.pe/wp-content/uploads/2025/06/Pronunciamiento-Subnacional2024-vf.pdf
15/05/2025,Informe N° 01-2025-CF – Opinión del Consejo Fiscal sobre el Informe de Actualización de Proyecciones Macroeconómicas 2025-2028,Informe_N_01-2025-CF.pdf,https://cf.gob.pe/documentos/informe-n-01-2025-cf-opinion-del-consejo-fiscal-sobre-el-informe-de-actualizacion-de-proyecciones-macroeconomicas-2025-2028/,https://cf.gob.pe/wp-content/uploads/2025/05/Pronunciamiento-IAPM25-28-VF.pdf
23/08/2024,Informe N° 05-2024-CF – Opinión del Consejo Fiscal sobre el proyecto de Marco Macroeconómico  Multianual 2025-2028,Informe_N_05-2024-CF.pdf,https://cf.gob.pe/documentos/informe-n-05-2024-cf-opinion-del-consejo-fiscal-sobre-el-proyecto-de-marco-macroeconomico-multianual-2025-2028/,https://cf.gob.pe/wp-content/uploads/2024/08/Pronunciamiento-pMMM-25-28-vf.pdf
24/07/2024,Informe N° 04-2024-CF – Opinión del Consejo Fiscal acerca de la modificación de las reglas fiscales  dispuesta por el Decreto Legislativo N° 1621,Informe_N_04-2024-CF.pdf,https://cf.gob.pe/documentos/opinion-del-consejo-fiscal-acerca-de-la-modificacion-de-las-reglas-fiscales-dispuesta-por-el-decreto-legislativo-n-1621/,https://cf.gob.pe/wp-content/uploads/2024/07/Informe-DL1621-vf.pdf
05/07/2024,Informe N° 03-2024-CF – Opinión del Consejo Fiscal acerca de la evolución de las finanzas públicas y del  cumplimiento de las reglas macrofiscales durante el ejercicio fiscal 2023,Informe_N_03-2024-CF.pdf,https://cf.gob.pe/documentos/informe-n-03-2024-cf-opinion-del-consejo-fiscal-acerca-de-la-evolucion-de-las-finanzas-publicas-y-del-cumplimiento-de-las-reglas-macrofiscales-durante-el-ejercicio-fiscal-2023/,https://cf.gob.pe/wp-content/uploads/2024/07/Informe-DCRF2023-vf.pdf
05/07/2024,Informe N° 02-2024-CF – Opinión del Consejo Fiscal acerca de la evolución de las finanzas públicas y del  cumplimiento de las reglas fiscales subnacionales en 2023,Informe_N_02-2024-CF.pdf,https://cf.gob.pe/documentos/informe-n-02-2024-cf-opinion-del-consejo-fiscal-acerca-de-la-evolucion-de-las-finanzas-publicas-y-del-cumplimiento-de-las-reglas-fiscales-subnacionales-en-2023/,https://cf.gob.pe/wp-content/uploads/2024/07/Pronunciamiento_Subnacional_2024_240624.pdf
16/05/2024,Informe N° 01-2024-CF. Opinión del Consejo Fiscal sobre el Informe de Actualización de Proyecciones Macroeconómicas 2024-2027,Informe_N_01-2024-CF.pdf,https://cf.gob.pe/documentos/informe-n-01-2024-cf-opinion-del-consejo-fiscal-sobre-el-informe-de-actualizacion-de-proyecciones-macroeconomicas-2024-2027/,https://cf.gob.pe/wp-content/uploads/2024/05/Pronunciamiento-IAPM24-27-vf.pdf
30/08/2023,Informe N° 03-2023-CF Opinión del Consejo Fiscal sobre el Marco Macroeconómico Multianual 2024-2027,Informe_N_03-2023-CF.pdf,https://cf.gob.pe/documentos/informes/informe-n-03-2023-cf-opinion-del-consejo-fiscal-sobre-el-marco-macroeconomico-multianual-2024-2027/,https://cf.gob.pe/wp-content/uploads/2023/08/Pronunciamiento-MMM-24-27-VF-nota-aclaratoria-VF.pdf
30/06/2023,Informe N° 02-2023-CF Opinión del Consejo Fiscal acerca de la evolución de las finanzas públicas y del cumplimiento de las reglas fiscales durante el ejercicio fiscal 2022,Informe_N_02-2023-CF.pdf,https://cf.gob.pe/documentos/informes/informe-n-02-2023-cf-opinion-del-consejo-fiscal-acerca-de-la-evolucion-de-las-finanzas-publicas-y-del-cumplimiento-de-las-reglas-fiscales-durante-el-ejercicio-fiscal-2022/,https://cf.gob.pe/wp-content/uploads/2023/06/Pronunciamiento-FinanzasPublicas2022-vF.pdf
